Timestamp,Alert
2025-11-21T00:57:09.086353,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:57:11.592447,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:57:12.191499,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:57:15.330179,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:57:15.441194,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:57:18.976356,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:57:20.143846,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:57:23.153136,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:00:57.556870,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:01:00.586516,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:01:03.499111,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:01:07.167079,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:01:11.305262,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:01:19.498109,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:01:23.123004,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:01:26.745129,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:01:29.756099,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:01:34.433894,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:01:34.442291,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:01:37.614428,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:01:38.385580,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:01:40.701024,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:01:41.350059,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:01:43.646433,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:01:44.966320,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:01:47.353407,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:01:49.024281,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:01:51.646326,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:04:07.880470,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:04:10.669805,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:04:14.649047,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:04:18.453802,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:04:22.178384,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:04:27.184114,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:04:32.554774,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:04:35.519627,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:04:38.591667,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:04:42.391557,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:04:44.446238,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:04:56.247969,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:04:59.042649,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:04:59.921438,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:05:02.682934,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:05:03.683734,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:05:06.736022,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:05:11.540632,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:05:22.601521,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:05:24.903458,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:05:25.543952,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:05:27.934472,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:05:28.507553,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:05:30.908901,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:05:31.546987,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:05:33.841501,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:05:36.157943,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:05:37.467664,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:05:42.471026,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:06:25.796437,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:06:35.265235,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:06:38.884815,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:06:39.958470,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:06:41.859850,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:06:42.539089,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:06:43.143802,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:06:44.888823,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:06:46.056095,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:06:46.265978,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:06:48.635179,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:06:49.884668,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:06:50.664723,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:06:51.624354,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:06:54.483675,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:06:55.885896,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:08:56.280968,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:08:59.505460,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:09:07.079443,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:09:09.805808,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:09:10.214060,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:09:13.477484,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:09:14.084538,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:09:17.116987,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:09:17.719877,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:09:20.056296,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:09:21.778327,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:09:24.729362,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:12:59.732902,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:13:03.405926,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:13:11.397969,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:13:14.205969,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:13:14.473946,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:13:17.258567,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:13:18.322955,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:13:21.921808,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:13:26.214137,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:13:29.168980,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:13:32.727065,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:13:35.663278,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:13:39.220988,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:13:42.210170,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:13:47.155030,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:13:54.753958,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:13:57.815151,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:14:04.717656,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:14:07.776614,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:14:08.055186,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:14:11.474892,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:14:11.723022,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:14:15.089256,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:14:15.286719,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:14:18.969090,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:14:20.137507,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:14:23.742416,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:14:53.223155,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:14:56.210226,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:15:02.841437,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:15:05.724584,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:15:05.925511,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:15:09.567045,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:15:09.719933,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:15:12.761593,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:15:13.426369,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:15:17.813241,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:15:19.630142,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:15:23.124405,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:24:05.133423,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:24:08.844858,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:24:12.455264,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:24:16.091832,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:24:20.560254,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:24:21.663100,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:24:24.614921,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:24:25.362020,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:24:27.627017,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:24:28.990581,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:24:30.672270,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:24:32.596507,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:24:33.682804,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:24:36.572892,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:24:37.790973,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:27:05.469776,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:27:08.635952,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:27:10.045337,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:27:13.329161,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:27:16.309469,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:27:17.092907,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:27:19.134917,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:27:19.393183,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:27:20.050611,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:27:22.154248,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:27:22.389384,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:27:24.718623,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:27:25.809260,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:27:25.978380,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:27:28.985039,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:27:31.442792,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:27:33.853130,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:28:10.135140,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:28:13.141346,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:28:16.513112,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:28:16.769597,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:28:19.546424,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:28:19.763354,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:28:21.290506,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:28:22.545671,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:28:24.347514,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:28:24.500653,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:28:25.504518,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:28:27.341434,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:28:30.440495,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:28:31.076743,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:28:35.851408,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:33:56.933929,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:34:00.019876,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:34:02.414116,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:34:03.799213,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:34:06.267138,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:34:07.393486,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:34:08.182016,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:34:09.612587,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:34:12.057233,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:35:19.013668,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:35:19.157663,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:35:22.121206,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:35:22.770254,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:35:25.097527,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:35:25.790203,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:35:27.685579,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:35:28.703728,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:35:31.447042,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:35:33.467791,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:35:34.558629,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:35:38.215649,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:35:42.695813,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:43:17.189522,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:43:19.763220,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:43:22.752500,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:43:24.960342,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:43:26.189148,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T01:43:26.625662,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:43:27.905607,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:43:29.995594,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T01:43:30.218878,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:43:31.221470,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:43:32.982936,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T01:43:34.997979,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T01:43:35.024979,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T01:43:36.637720,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:40:19.401663,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:40:19.433569,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:40:23.585491,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:40:23.880136,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:40:27.526219,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:40:28.556203,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:40:32.040493,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:40:34.328077,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:40:44.113553,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:40:44.124559,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:40:55.041157,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:40:59.922733,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:41:04.019852,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:41:07.885872,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:41:11.541935,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:41:34.135939,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:41:39.079366,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:41:41.164284,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:41:44.895895,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:41:46.440750,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:41:48.369868,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:41:50.688496,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:41:54.193469,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:41:54.233396,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:42:01.443501,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:42:18.909251,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:42:24.115485,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:42:28.044179,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:42:31.156376,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:42:50.631285,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:42:57.734904,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:43:04.163437,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:43:07.981446,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:43:23.289701,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:43:36.193740,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:43:43.186287,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:43:47.543719,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:43:59.615557,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:44:00.743656,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:44:01.076325,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:44:07.133490,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:44:07.231827,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:44:07.512758,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:44:13.107581,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:44:13.257975,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:44:14.251178,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:44:19.743515,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:44:22.906319,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:44:23.233531,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:44:31.112700,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:44:35.245729,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:44:39.383975,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:44:46.193304,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:45:02.157367,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:47:11.093093,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:47:14.907920,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:47:18.490481,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:47:22.159900,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:47:35.534900,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:50:23.068394,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:50:27.215399,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:50:37.585141,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:50:40.947872,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:50:46.752884,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:50:49.325992,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:50:56.220426,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:50:56.448308,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:51:01.776852,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:51:08.286562,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:51:14.126918,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:51:18.001195,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T09:51:23.228196,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T09:51:29.472177,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T09:51:40.864008,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T09:54:51.341701,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T09:55:09.903286,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:04:02.504607,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:04:07.116898,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:04:11.834089,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:04:15.723824,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T10:04:21.666012,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T10:04:37.677816,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:04:41.766854,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:04:45.346901,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:04:49.184706,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T10:04:49.316459,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:04:53.422558,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:04:55.204048,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T10:04:58.527257,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:05:02.622973,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T10:05:10.583859,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T10:08:29.140950,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:08:34.874089,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:08:40.631339,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:08:45.753975,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T10:08:56.359595,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T10:22:55.646142,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:22:55.796847,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:23:00.279063,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:23:02.428146,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:23:09.509348,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:23:11.947543,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:23:15.220009,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T10:23:18.503098,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T10:23:25.620777,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T10:23:26.993578,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T10:23:49.093372,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:23:53.927116,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:23:58.149494,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:24:03.246444,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T10:24:11.758734,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:24:17.686519,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:24:23.113692,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:24:28.231722,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T10:24:34.556190,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T10:33:19.359388,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:33:27.728698,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T10:33:33.882788,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T10:33:35.555575,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T10:33:39.464973,User david on Ship 105 had 3 consecutive failed logins!
